Company Name	Employee Count	Region Served
Toy Kingdom	9812	Australia
Toy Story	8479	China
Toyota	25780	Europe, India, Australia
Toys âRâ Us	13203	Japan
TracFone	7920	China
Track7	6480	USA, Australia, China
Trademark Resources	22067	India
Trader Joe's	32482	USA, India, Europe
Trading Spaces	28537	Europe, India, Australia
Trailblazer	8843	Europe
Trans Canada	2345	China
TransPerth	26422	India, Australia, Japan
Transcend	18331	China
Transitions Lenses	33780	Japan, India, China
Transportadora de Gas del sur	34059	Australia
Transurban	15639	India, Australia, Japan
Trapiche Roble	13755	Japan, India, China
Trapper Keeper	6070	USA
TraveLodge	22899	China
Travelocity	18906	China
Traynor Amplifiers	32503	Japan
Trend Micro	5061	Japan
Tresemme	18705	Japan, China, Europe
Tribute	21878	USA, Japan
Trident	8618	USA, Australia, China
TrimSpa	29058	Australia
Triscuits	8030	Europe
Trivial Pursuit	10894	Japan, China, Europe
Trix	7012	USA
Trojan	3591	Europe, India, Australia
Troller	7424	Japan, China, Europe
Tropicana	3002	Japan, India, China
True Value	16017	USA
Tsingtao	34684	Japan
Tucson	25246	Europe, India, Australia
Tums	1819	Japan, India, China
Tuna Helper	1531	Japan
Tundra	34675	USA, Australia, China
Tung Lok Group	29388	Europe, India, Australia
Tupperware	26392	USA, India, Europe
TurboTax	6247	China
Turners & Growers	3323	Japan, China, Europe
Turtle Wax	831	USA
Tux	29294	USA, Australia, China
Twingly	33599	Japan
Twinkies	31830	Europe
Twitter	26729	Europe, India, Australia
Twix	1732	Japan, China, Europe
Twizzlers	24090	India
Two Seasons	15774	Australia
Tyco	17297	USA, Australia, China
Tylenol	7778	Japan, India, China
Tyson	15408	Australia
U-Haul	8601	USA, India, Europe
U.S. Air Force	7490	China
U.S. Airways	7126	USA, India, Europe
U.S. Army	31152	Japan, India, China
U.S. Bancorp	14007	USA, Japan
U.S. Marines	31763	India
U.S. Navy	11291	USA, Japan
UBS	6155	India, Australia, Japan
UDL	27861	Japan
UGG	8928	Japan, China, Europe
UGL Limited	33541	India, Australia, Japan
UPM-Kymmene	567	China
UPS	3870	Japan
USA Today	23131	Australia
USG People	32876	USA, Australia, China
USPS	10083	Europe, India, Australia
Ucell	18189	India, Australia, Japan
Ugg Boots	10900	India
Ulsse Nardin	34451	Europe
Ultra	22090	USA
Ultra Brite	774	China
Ultrapar	14188	Australia
Ultrasone	7328	Japan, India, China
Uncle Ben's	24916	USA
Uncle Toby's	34036	Europe, India, Australia
Under Armour	17609	USA, India, Europe
Uni-President	24478	India, Australia, Japan
UniCredit Group	9795	China
Unicharm	5337	USA, Australia, China
Unilever	16708	Japan
Union Pacific	19879	Australia
United Airlines	7086	China
United Parcel Service	29502	China
United Technologies	11177	USA, India, Europe
United Way	14515	USA, Japan
UnitedHealth Group	9384	USA, Japan
Universal Music Group	25493	Japan
Universal Studios	26252	China
University Games	4050	USA, Japan
Universo Online	22176	China
Uno	4196	China
Up	12774	USA, Australia, China
Uplifting Solutions	33212	Europe, India, Australia
Urban Outfitters	16759	Europe, India, Australia
Usiminas	30666	USA
V05	27508	Japan, India, China
V8	20554	USA
VTR	20144	USA
VTech	27253	Japan, India, China
Vacheron Constantin	7128	USA
Vagisil	4843	India, Australia, Japan
Vale	8212	India, Australia, Japan
Valentino	11577	USA, India, Europe
Valero Energy	14686	Japan
Valtrex	19086	China
Valvoline	9796	Australia
Van Lanschot Baniers	3308	Japan
Vanguard Group	18478	China
Vanity Fair	30098	China
Vans	18743	Europe
VapoRub	13842	USA, Japan
Varig	5281	India, Australia, Japan
Varta	17851	Japan, China, Europe
Vaseline	19732	Europe
Vegemite	30191	Japan
Velcro	6563	Japan, India, China
Velveeta	19649	Europe, India, Australia
Veolia Environment	9099	USA
Verboden	22249	USA
Verbund	34261	India, Australia, Japan
Verizon	4006	Australia
Versace	9470	Europe
Vespa	8054	USA, Australia, China
Vestas	27754	USA, India, Europe
Veuve Clicquot	12301	Australia
Viacom	3713	Australia
Viagra	155	Australia
Vichy	19748	Japan, China, Europe
Vicks	18708	USA, India, Europe
Vicodin	7925	India, Australia, Japan
Victa lawn mower	30268	Europe, India, Australia
Victoria Bitter	33261	USA, India, Europe
Victoria's Secret	5425	Europe, India, Australia
Victrex	13261	India
Vidal Sassoon	13240	Australia
Videocon	28202	USA, India, Europe
Viki	26621	India, Australia, Japan
Village Cinemas	32212	USA, India, Europe
Village Roadshow	23845	Australia
Vina Concha y Toro C.A.	11289	USA, Australia, China
Vintage 1	18718	USA, Australia, China
Viohalco	32087	Europe, India, Australia
Viper	26574	Australia
Virgin	10012	India
Virgin Atlantic	16100	Europe
Virgin Australia	11577	Europe, India, Australia
Virginia Slims	12659	Japan
Visa	2113	China
Visual Obsession	4259	USA, Japan
Vita Green Health	25554	China
Vitasoy	19716	USA, Japan
Vivartia	4663	Australia
Vivo	17165	USA, Australia, China
Vizio	19799	China
Vlasic	12202	USA, Japan
Vodafone	12398	Australia
Voestalpine	27244	Japan, India, China
Vogue	5621	Japan
Volkswagen	26258	USA, Australia, China
Voltaren	8538	Europe, India, Australia
Volvic	12321	Europe
Volvo	11297	India, Australia, Japan
Von Dutch	4267	Europe
Vonage	3387	USA, India, Europe
Vopak	33718	USA, Japan
Votorantim	22466	Japan, India, China
Voyage	27043	Europe
Vue	33364	USA, India, Europe
WB	3214	Japan, India, China
WC SA	9941	Japan
WD-40	29859	Europe
WEG Industries	31636	USA, India, Europe
WWE	31042	Europe, India, Australia
WaMu	13379	USA
Waitrose	18955	India, Australia, Japan
WalMart	19521	Europe, India, Australia
Waldenbooks	16206	Europe
Walgreens	33064	Europe
Walkabout	28578	Australia
Walt Disney	1457	Japan, China, Europe
Want-Want	14861	India, Australia, Japan
Warner Brothers	17324	USA, Australia, China
Warsteiner	31461	USA, India, Europe
Water Mission	10064	USA, Japan
Watsons Water	13199	Japan, India, China
Watti's	19102	Europe, India, Australia
Wattyl	3721	China
Wave Runner	32613	USA, Australia, China
Wavin	32061	Europe
WebJect Linhas AÃ©read	15827	USA, Japan
WebMD	11417	Europe, India, Australia
Weed Eater	22831	India, Australia, Japan
Weight Watchers	31780	Japan
Welch's	1127	USA, Australia, China
WellPoint	19199	Australia
Wells Fargo	12460	USA, Australia, China
Wendy's	10125	India
Wesfarmers	30741	USA, India, Europe
Wesson	28917	USA, Australia, China
WestJet	9032	USA, India, Europe
Western Union	14936	India, Australia, Japan
Westfield Group	9442	Europe, India, Australia
Westin Hotels	31656	Japan
Westinghouse	16649	Europe
Westmalle	4147	India
Westnet	1303	China
Westpac New Zealand	9205	USA, Japan
Westvleteren	16257	USA, Australia, China
Wet	20861	India, Australia, Japan
Wet Ones	32751	India
What-cha-ma-call-it	23650	USA, India, Europe
Wheat Thins	10517	USA, Australia, China
Wheatables	20734	USA, Japan
Wheaties	18672	Japan
Whirlpool	19303	India, Australia, Japan
Whiskas	19432	India, Australia, Japan
Whiska's	11368	Europe, India, Australia
Whitestrips	27128	USA
Whittaker's	5036	India, Australia, Japan
Whole Foods Markets	9230	Australia
Whyred	17718	Japan, China, Europe
Wienerberger	4120	India, Australia, Japan
WigWam	17722	Japan, India, China
Williams-Sonoma	8811	Japan
Winchester	31576	Japan
Windex	5646	Japan, China, Europe
Winfield	16838	Japan, India, China
Wing Hang Bank	33680	China
Wing Lung Bank	24179	Japan, India, China
Wing Wah	19819	USA
Winn-Dixie	8643	USA, India, Europe
Winning Appliances	25402	USA, India, Europe
Winston	31724	Europe, India, Australia
Winterfresh	5945	China
WisePower	1418	Japan, China, Europe
Wish-Bone	10607	Australia
Wite-Out	19914	Australia
Wizz Fizz	1737	Europe, India, Australia
Wolters Kluwer	15019	USA
Wonderbra	17439	Japan, China, Europe
Woodland	21638	Europe
Woods Bagot	20940	USA, India, Europe
Woodside Petroleum	4782	Japan
Woolite	18447	Japan
Woolworth	24927	Japan, China, Europe
Woolworths	16340	Australia
Wooribank	26691	USA, India, Europe
World Wildlife Fund	28466	Europe
WorleyParsons	667	Japan
Wrangler	21494	India
Wrigley's	33870	Japan
Wrx	32689	Japan
Wu Liang Ye	20619	Japan, India, China
Wuliangye	22565	Europe, India, Australia
Wyeth	18547	USA, Japan
X-Acto	14792	USA, Australia, China
X-Factor	22035	Europe, India, Australia
X-Files	34139	Japan, China, Europe
X-Men	17222	Europe
X3M	8501	USA, India, Europe
X5	31102	Europe, India, Australia
X6	13907	Europe
XC90	2878	India
XF	29725	Japan, India, China
XFX	26393	USA, Japan
XM Radio	1277	USA, Japan
XO Interior Systems	12027	China
XXXX	30283	India, Australia, Japan
Xandros	3768	USA, Australia, China
Xbox	28144	Europe
Xcel Energy	18973	Australia
Xerox	20004	Japan
Xhilaration	30378	USA, India, Europe
Xigmatek	32627	USA, India, Europe
Xilence	6580	USA
Xingu	22215	Australia
Xterra	9486	Japan, India, China
Xypex	9570	Japan, India, China
YPFB SA	6677	Japan, India, China
YTL	24184	USA
YTN	8292	USA, Australia, China
Yahoo!	24974	USA, Australia, China
Yahtzee	2117	Japan, India, China
Yamaha	23336	India
Yanjing Beer	208	Europe
Yasmin	5948	USA, Australia, China
Yellow	7930	Japan
Yellow Pages	932	USA
Yellow Tail	365	USA, Australia, China
Yili	9357	Australia
Yoigo	19707	USA, Japan
Yoo-hoo	15177	China
Yoplait	10804	Japan, India, China
York	4468	Japan
YouTube	32206	Australia
Yousee	24663	Japan, India, China
Ypsilon S.A.	12571	Japan, China, Europe
Yukon	10808	Europe
Yum Brands	697	India, Australia, Japan
Yum Yum!	8809	Japan
Yunnan Baiyao	25460	Japan
Yves Rocher	11077	Europe, India, Australia
Yves Saint Laurent	12457	China
ZEV Markant	24097	India, Australia, Japan
ZIC	14604	Europe
Zaffari	29382	Japan
Zagori	31674	USA, Japan
Zales Jewelry	24996	India
Zamboni	29016	USA, Japan
Zantac	9045	China
Zanussi	7643	India, Australia, Japan
Zappos	28037	Europe, India, Australia
Zara	2340	Japan, China, Europe
Zellers	27001	Japan, India, China
Zenith	7357	Japan
Zenon S.A.	28661	Japan, China, Europe
Zespri	4516	Australia
Zeta	34655	USA, India, Europe
Zimmer	13957	USA, India, Europe
Zinifex Limited	6687	Japan, China, Europe
Zip Industries	30041	India, Australia, Japan
Ziploc	22767	USA, India, Europe
Zippo	17456	USA, India, Europe
Zodac	27213	Japan, India, China
Zoloft	30900	Europe
Zurich	23322	India, Australia, Japan
Zurich Cantonal Bank	12009	USA, Australia, China
ZyXE	11064	USA, Australia, China
Zyrtec	21555	Japan, China, Europe
city'super	24220	Japan, India, China
deGrisogono	29948	Japan
eBay	27469	Japan, China, Europe
iLANs Integrated LAN Services	15260	USA
iPad	30525	India
iPhone	13437	USA, Japan
iPod	30374	India
iTunes	16161	China
iiNet	19353	Japan, China, Europe
resQ	34661	USA
ÃcomarchÃ©	8396	India
ÃBB	33750	India
