Company Name,Status,User Email,conversion_probability
Jones New York,Reengaged,Reply@Jones New York.com,0.03
Amy's Kitchen,Proposal Sent,Reply@Amy's Kitchen.com,0.03
Formula 409,Cold,Reply@Formula 409.com,0.03
Navigator,Qualified,Reply@Navigator.com,0.03
Fortescue Metals Group,Negotiation,Reply@Fortescue Metals Group.com,0.03
ONEOK,Warm ,Reply@ONEOK.com,0.03
Amtrak (National Railroad Passenger Corporation),Disqualified,Reply@Amtrak (National Railroad Passenger Corporation).com,0.03
Pizza Pizza,Qualified,Reply@Pizza Pizza.com,0.03
Joe's Crab Shack,Qualified,Reply@Joe's Crab Shack.com,0.03
Fresh Steps,Qualified,Reply@Fresh Steps.com,0.03
Fresh'n Fruity,In Progress,Reply@Fresh'n Fruity.com,0.03
Goldman Sachs,Contacted,Reply@Goldman Sachs.com,0.03
Gold'n Plump,Reengaged,Reply@Gold'n Plump.com,0.03
Adaptaz,On-hold,Reply@Adaptaz.com,0.03
Parkson,Warm ,Reply@Parkson.com,0.03
Hardee's,Reengaged,Reply@Hardee's.com,0.03
Hunter Douglas,Nurturing,Reply@Hunter Douglas.com,0.03
Alcoa,Cold,Reply@Alcoa.com,0.03
Hungry-Man,New,Reply@Hungry-Man.com,0.03
Hummer,Qualified,Reply@Hummer.com,0.03
Heath,Qualified,Reply@Heath.com,0.03
Heineken,Disqualified,Reply@Heineken.com,0.03
Hell Pizza,Closed-Lost,Reply@Hell Pizza.com,0.03
Hellman's,On-hold,Reply@Hellman's.com,0.03
Oi,Nurturing,Reply@Oi.com,0.03
Oster,Closed-Lost,Reply@Oster.com,0.03
Hotmail,In Progress,Reply@Hotmail.com,0.03
Mutual of Omaha,Warm ,Reply@Mutual of Omaha.com,0.03
ADC Telecommunications,Negotiation,Reply@ADC Telecommunications.com,0.03
Hitejinro,Qualified,Reply@Hitejinro.com,0.03
Hoover,Referral,Reply@Hoover.com,0.03
Oprah,Cold,Reply@Oprah.com,0.03
Hansol,Contacted,Reply@Hansol.com,0.03
Midwest Communications,Closed-Lost,Reply@Midwest Communications.com,0.03
Midway Games,Disqualified,Reply@Midway Games.com,0.03
Grey Goose,Qualified,Reply@Grey Goose.com,0.03
Nikon,Cold,Reply@Nikon.com,0.03
Gouden Carolus,Proposal Sent,Reply@Gouden Carolus.com,0.03
No Name,Disqualified,Reply@No Name.com,0.03
Paper Plus Group,Cold,Reply@Paper Plus Group.com,0.03
Xray Eye & Vision Clinics,Cold,Reply@Xray Eye & Vision Clinics.com,0.03
Allstate,Contacted,Reply@Allstate.com,0.03
Opticomp,Warm ,Reply@Opticomp.com,0.03
Group Sense PDA,Cold,Reply@Group Sense PDA.com,0.03
IMAX,Referral,Reply@IMAX.com,0.03
Yunnan Baiyao,Negotiation,Reply@Yunnan Baiyao.com,0.03
Igloo,Contacted,Reply@Igloo.com,0.03
Iced VoVo,New,Reply@Iced VoVo.com,0.03
Gunns,Cold,Reply@Gunns.com,0.03
HKR International,On-hold,Reply@HKR International.com,0.03
POSCO,On-hold,Reply@POSCO.com,0.03
Halifax,Qualified,Reply@Halifax.com,0.03
O'Reilly,On-hold,Reply@O'Reilly.com,0.03
Fisher & Paykel,Referral,Reply@Fisher & Paykel.com,0.03
Vari-Tec,Warm ,Reply@Vari-Tec.com,0.03
Kelkoo,On-hold,Reply@Kelkoo.com,0.03
Easy-Bake,Contacted,Reply@Easy-Bake.com,0.03
Real,Negotiation,Reply@Real.com,0.03
KiwiRail,Cold,Reply@KiwiRail.com,0.03
Rawlings,In Progress,Reply@Rawlings.com,0.03
Mytilineos,Qualified,Reply@Mytilineos.com,0.03
NAPA Auto Parts,Nurturing,Reply@NAPA Auto Parts.com,0.03
Kilsen,Nurturing,Reply@Kilsen.com,0.03
Electrasol,In Progress,Reply@Electrasol.com,0.03
Elevit,Referral,Reply@Elevit.com,0.03
Armstrong World Industries,Cold,Reply@Armstrong World Industries.com,0.03
Arkeia Software,Proposal Sent,Reply@Arkeia Software.com,0.03
Paxton Media Group,Disqualified,Reply@Paxton Media Group.com,0.03
MegaSolutions,Contacted,Reply@MegaSolutions.com,0.03
Rail Infrastructure Corporation,On-hold,Reply@Rail Infrastructure Corporation.com,0.03
Raid,Negotiation,Reply@Raid.com,0.03
RVCA,Reengaged,Reply@RVCA.com,0.03
Papa John's Pizza,On-hold,Reply@Papa John's Pizza.com,0.03
Holly Hobbie,Negotiation,Reply@Holly Hobbie.com,0.03
Red Rooster,In Progress,Reply@Red Rooster.com,0.03
PepsiCo,Contacted,Reply@PepsiCo.com,0.03
Kronenbourg1664,Disqualified,Reply@Kronenbourg1664.com,0.03
Avnet,Reengaged,Reply@Avnet.com,0.03
Mr. Pibb,Proposal Sent,Reply@Mr. Pibb.com,0.03
Kwak,Closed-Lost,Reply@Kwak.com,0.03
Ricola,On-hold,Reply@Ricola.com,0.03
Pilgrim's Pride,Closed-Lost,Reply@Pilgrim's Pride.com,0.03
Kurnia,Warm ,Reply@Kurnia.com,0.03
Ricoh,Disqualified,Reply@Ricoh.com,0.03
Reynolds,Disqualified,Reply@Reynolds.com,0.03
Murano,Reengaged,Reply@Murano.com,0.03
Dr. Oetker,Nurturing,Reply@Dr. Oetker.com,0.03
Terra Nova Garden Services,Negotiation,Reply@Terra Nova Garden Services.com,0.03
Drano,Disqualified,Reply@Drano.com,0.03
The Fox and Hound,Disqualified,Reply@The Fox and Hound.com,0.03
Kotsovolos,Disqualified,Reply@Kotsovolos.com,0.03
Audiovox,New,Reply@Audiovox.com,0.03
Dynamotive Energy Systems,On-hold,Reply@Dynamotive Energy Systems.com,0.03
Kellogg's,Warm ,Reply@Kellogg's.com,0.03
Keglevich,Cold,Reply@Keglevich.com,0.03
Porr,Warm ,Reply@Porr.com,0.03
Karo,Closed-Lost,Reply@Karo.com,0.03
Overcast Media,Closed-Lost,Reply@Overcast Media.com,0.03
Nash Timbers,In Progress,Reply@Nash Timbers.com,0.03
Propel,Warm ,Reply@Propel.com,0.03
Progressive,Negotiation,Reply@Progressive.com,0.03
KBC,Referral,Reply@KBC.com,0.03
Princess Cruises,Nurturing,Reply@Princess Cruises.com,0.03
PricewaterhouseCoopers,Proposal Sent,Reply@PricewaterhouseCoopers.com,0.03
Micro Design,On-hold,Reply@Micro Design.com,0.03
Fendi,Proposal Sent,Reply@Fendi.com,0.03
K2,Disqualified,Reply@K2.com,0.03
Prego,Referral,Reply@Prego.com,0.03
Ferrari,Proposal Sent,Reply@Ferrari.com,0.03
Fibria,Closed-Lost,Reply@Fibria.com,0.03
Filippa K,On-hold,Reply@Filippa K.com,0.03
Finaciero,New,Reply@Finaciero.com,0.03
OPOWER,Contacted,Reply@OPOWER.com,0.03
Porta Potti,Warm ,Reply@Porta Potti.com,0.03
Apollo Group,New,Reply@Apollo Group.com,0.03
Facebook,On-hold,Reply@Facebook.com,0.03
Adapt,Proposal Sent,Reply@Adapt.com,0.03
Etch A Sketch,In Progress,Reply@Etch A Sketch.com,0.03
Kappa,Reengaged,Reply@Kappa.com,0.03
Kangaroo Bus Lines,Nurturing,Reply@Kangaroo Bus Lines.com,0.03
Ernst & Young,On-hold,Reply@Ernst & Young.com,0.03
Kaiser,Negotiation,Reply@Kaiser.com,0.03
Queiroz GalvÃ£,Disqualified,Reply@Queiroz GalvÃ£.com,0.03
Esky,Cold,Reply@Esky.com,0.03
Pacific Gas & Electric Company (PG&E),On-hold,Reply@Pacific Gas & Electric Company (PG&E).com,0.03
Powerbod,On-hold,Reply@Powerbod.com,0.03
Pupa,Nurturing,Reply@Pupa.com,0.03
Quattro,Referral,Reply@Quattro.com,0.03
Quality Clotheslines,Reengaged,Reply@Quality Clotheslines.com,0.03
Everlast,Negotiation,Reply@Everlast.com,0.03
Qantas,Cold,Reply@Qantas.com,0.03
QR,Contacted,Reply@QR.com,0.03
Excedrin,Nurturing,Reply@Excedrin.com,0.03
Explorer,On-hold,Reply@Explorer.com,0.03
Vectren,Nurturing,Reply@Vectren.com,0.03
Bank of America,Referral,Reply@Bank of America.com,0.03
Jet,New,Reply@Jet.com,0.03
Australian Railroad Group,On-hold,Reply@Australian Railroad Group.com,0.03
C&A,Proposal Sent,Reply@C&A.com,0.03
Swedish Fish,Cold,Reply@Swedish Fish.com,0.03
Swatch,Disqualified,Reply@Swatch.com,0.03
Electronic Data Systems,Referral,Reply@Electronic Data Systems.com,0.03
Columbia Pictures,Negotiation,Reply@Columbia Pictures.com,0.03
The HR Department,Reengaged,Reply@The HR Department.com,0.03
Water Mission,Referral,Reply@Water Mission.com,0.03
Bushmills Irish Whiskey,In Progress,Reply@Bushmills Irish Whiskey.com,0.03
Svenska Handelsbanken,Qualified,Reply@Svenska Handelsbanken.com,0.03
Bohemia,Negotiation,Reply@Bohemia.com,0.03
The Y,New,Reply@The Y.com,0.03
Zappos.com,Referral,Reply@Zappos.com.com,0.03
Bonanza,Warm ,Reply@Bonanza.com,0.03
Tooheys Extra Dry,New,Reply@Tooheys Extra Dry.com,0.03
Bonds,Qualified,Reply@Bonds.com,0.03
Victa lawn mower,Reengaged,Reply@Victa lawn mower.com,0.03
AstralSat,Negotiation,Reply@AstralSat.com,0.03
Zenith Electronics,In Progress,Reply@Zenith Electronics.com,0.03
Sprite,New,Reply@Sprite.com,0.03
Excella,Negotiation,Reply@Excella.com,0.03
Ambank,Negotiation,Reply@Ambank.com,0.03
Sylvania,Contacted,Reply@Sylvania.com,0.03
Advanced Auto Parts,Warm ,Reply@Advanced Auto Parts.com,0.03
Votorantim,Qualified,Reply@Votorantim.com,0.03
Spoler,Nurturing,Reply@Spoler.com,0.03
Birds Eye,Warm ,Reply@Birds Eye.com,0.03
Tenix Defence,Contacted,Reply@Tenix Defence.com,0.03
Terrazas Reserva,Warm ,Reply@Terrazas Reserva.com,0.03
Datacorp,Nurturing,Reply@Datacorp.com,0.03
20th Century Fox,Reengaged,Reply@20th Century Fox.com,0.03
Birkenstock,Reengaged,Reply@Birkenstock.com,0.03
Spectrum Brands,New,Reply@Spectrum Brands.com,0.03
Vagisil,Nurturing,Reply@Vagisil.com,0.03
Bissell,Nurturing,Reply@Bissell.com,0.03
Firestone Tire and Rubber Company,Qualified,Reply@Firestone Tire and Rubber Company.com,0.03
Avalon,Disqualified,Reply@Avalon.com,0.03
BlackBerry,Closed-Lost,Reply@BlackBerry.com,0.03
Blistex,Proposal Sent,Reply@Blistex.com,0.03
Astra International,In Progress,Reply@Astra International.com,0.03
Acne,Nurturing,Reply@Acne.com,0.03
Telenor,Referral,Reply@Telenor.com,0.03
TransDigm Group,Referral,Reply@TransDigm Group.com,0.03
Hot Topic,Proposal Sent,Reply@Hot Topic.com,0.03
Andritz,Contacted,Reply@Andritz.com,0.03
Braun,Cold,Reply@Braun.com,0.03
Angel Soft,On-hold,Reply@Angel Soft.com,0.03
Tyco,Qualified,Reply@Tyco.com,0.03
Velveeta,Nurturing,Reply@Velveeta.com,0.03
Brennan's,Contacted,Reply@Brennan's.com,0.03
CoolTouch Monitors,Cold,Reply@CoolTouch Monitors.com,0.03
Apple,Negotiation,Reply@Apple.com,0.03
Six Flags,Closed-Lost,Reply@Six Flags.com,0.03
Adam Internet,Reengaged,Reply@Adam Internet.com,0.03
Bridgestone,Nurturing,Reply@Bridgestone.com,0.03
Exact Realty,Negotiation,Reply@Exact Realty.com,0.03
Stora Enso,Cold,Reply@Stora Enso.com,0.03
Broadview Home Security,New,Reply@Broadview Home Security.com,0.03
Happy Family,Qualified,Reply@Happy Family.com,0.03
Whiska's,Qualified,Reply@Whiska's.com,0.03
Sudafed,Reengaged,Reply@Sudafed.com,0.03
Acsa Argentina,Disqualified,Reply@Acsa Argentina.com,0.03
Aconquija Water,Proposal Sent,Reply@Aconquija Water.com,0.03
Eureka,Qualified,Reply@Eureka.com,0.03
Tony Roma's,Proposal Sent,Reply@Tony Roma's.com,0.03
Bosch,New,Reply@Bosch.com,0.03
Boston Market,Qualified,Reply@Boston Market.com,0.03
Dream Home Real Estate Service,Referral,Reply@Dream Home Real Estate Service.com,0.03
Destiny Planners,Warm ,Reply@Destiny Planners.com,0.03
Aerosonde Ltd,In Progress,Reply@Aerosonde Ltd.com,0.03
Stanley Steemer,New,Reply@Stanley Steemer.com,0.03
Arla,Proposal Sent,Reply@Arla.com,0.03
Tia Supermercados,In Progress,Reply@Tia Supermercados.com,0.03
Shirokiya,Negotiation,Reply@Shirokiya.com,0.03
Bulla Dairy Foods,Negotiation,Reply@Bulla Dairy Foods.com,0.03
Viacom,Contacted,Reply@Viacom.com,0.03
Human Kinetics,Qualified,Reply@Human Kinetics.com,0.03
Tic Tac,In Progress,Reply@Tic Tac.com,0.03
Destiny Realty Solutions,Closed-Lost,Reply@Destiny Realty Solutions.com,0.03
Timberland,Proposal Sent,Reply@Timberland.com,0.03
AmÃ©rica Latina LogÃ­stica,In Progress,Reply@AmÃ©rica Latina LogÃ­stica.com,0.03
Splenda,In Progress,Reply@Splenda.com,0.03
Tenaris,Closed-Lost,Reply@Tenaris.com,0.03
Trading Spaces,Warm ,Reply@Trading Spaces.com,0.03
Tacoma,Warm ,Reply@Tacoma.com,0.03
AA Insurance,Cold,Reply@AA Insurance.com,0.03
Goldman Sachs,Proposal Sent,Reply@Goldman Sachs.com,0.03
Banrisul,Contacted,Reply@Banrisul.com,0.03
Baby Ruth,Closed-Lost,Reply@Baby Ruth.com,0.03
Ajisen Ramen,Nurturing,Reply@Ajisen Ramen.com,0.03
Growmark,On-hold,Reply@Growmark.com,0.03
Tribute,Negotiation,Reply@Tribute.com,0.03
Westvleteren,Qualified,Reply@Westvleteren.com,0.03
Alcatel,Referral,Reply@Alcatel.com,0.03
Tectoy,Disqualified,Reply@Tectoy.com,0.03
Creative Wealth,On-hold,Reply@Creative Wealth.com,0.03
Alcoa,Qualified,Reply@Alcoa.com,0.03
Benesome,Closed-Lost,Reply@Benesome.com,0.03
Technicolor,Qualified,Reply@Technicolor.com,0.03
Global Insight,Referral,Reply@Global Insight.com,0.03
Tropicana,Closed-Lost,Reply@Tropicana.com,0.03
Hardee's,Cold,Reply@Hardee's.com,0.03
JL Audio,Disqualified,Reply@JL Audio.com,0.03
CNA,Negotiation,Reply@CNA.com,0.03
Canon,Contacted,Reply@Canon.com,0.03
Baconator,Closed-Lost,Reply@Baconator.com,0.03
Union Oil Company of California (Unocal),In Progress,Reply@Union Oil Company of California (Unocal).com,0.03
Banco Frances SA,Contacted,Reply@Banco Frances SA.com,0.03
Carlsberg,New,Reply@Carlsberg.com,0.03
Tarax,Reengaged,Reply@Tarax.com,0.03
Baker Hughes,On-hold,Reply@Baker Hughes.com,0.03
Cargill,Qualified,Reply@Cargill.com,0.03
Bajaj,Disqualified,Reply@Bajaj.com,0.03
Baileys,Proposal Sent,Reply@Baileys.com,0.03
Caress,New,Reply@Caress.com,0.03
Bank of America,Reengaged,Reply@Bank of America.com,0.03
Viacom,New,Reply@Viacom.com,0.03
TrimSpa,Referral,Reply@TrimSpa.com,0.03
Steinway & Sons,Cold,Reply@Steinway & Sons.com,0.03
Domtar,Proposal Sent,Reply@Domtar.com,0.03
Cap'n Crunch,Qualified,Reply@Cap'n Crunch.com,0.03
Tahoe,Cold,Reply@Tahoe.com,0.03
Taurus,Contacted,Reply@Taurus.com,0.03
Sohu,In Progress,Reply@Sohu.com,0.03
Teck Cominco,Referral,Reply@Teck Cominco.com,0.03
BPCL,In Progress,Reply@BPCL.com,0.03
Viohalco,In Progress,Reply@Viohalco.com,0.03
Alliance Group,On-hold,Reply@Alliance Group.com,0.03
Volkswagen,Referral,Reply@Volkswagen.com,0.03
TCell,In Progress,Reply@TCell.com,0.03
Independent Wealth Management,Closed-Lost,Reply@Independent Wealth Management.com,0.03
VonMaur,Proposal Sent,Reply@VonMaur.com,0.03
Ultra Brite,Negotiation,Reply@Ultra Brite.com,0.03
Ultra,Reengaged,Reply@Ultra.com,0.03
Vidal Sassoon,Cold,Reply@Vidal Sassoon.com,0.03
Cut Rite,Negotiation,Reply@Cut Rite.com,0.03
TBS,Proposal Sent,Reply@TBS.com,0.03
Air India,Warm ,Reply@Air India.com,0.03
Allstate,Contacted,Reply@Allstate.com,0.03
Teleflora,On-hold,Reply@Teleflora.com,0.03
Tsingtao,Reengaged,Reply@Tsingtao.com,0.03
Gamma Grays,Reengaged,Reply@Gamma Grays.com,0.03
USA Today,New,Reply@USA Today.com,0.03
DiC Entertainment,Contacted,Reply@DiC Entertainment.com,0.03
Telefonica,Warm ,Reply@Telefonica.com,0.03
Cut Above,Nurturing,Reply@Cut Above.com,0.03
Voestalpine,Contacted,Reply@Voestalpine.com,0.03
Ultrasone,Disqualified,Reply@Ultrasone.com,0.03
The Walt Disney Company,Disqualified,Reply@The Walt Disney Company.com,0.03
BCE,Reengaged,Reply@BCE.com,0.03
Vocera Communications,Cold,Reply@Vocera Communications.com,0.03
579,Proposal Sent,Reply@579.com,0.03
Becker Entertainment,Disqualified,Reply@Becker Entertainment.com,0.03
Telcel,Closed-Lost,Reply@Telcel.com,0.03
Bed Head,New,Reply@Bed Head.com,0.03
Spa Espirit Group,Disqualified,Reply@Spa Espirit Group.com,0.03
Camargo CorrÃªa,New,Reply@Camargo CorrÃªa.com,0.03
B2W Varejo,Reengaged,Reply@B2W Varejo.com,0.03
Advair,Disqualified,Reply@Advair.com,0.03
CafÃ© de Colombia,Cold,Reply@CafÃ© de Colombia.com,0.03
Transurban,Referral,Reply@Transurban.com,0.03
TJX,Disqualified,Reply@TJX.com,0.03
QVC,Negotiation,Reply@QVC.com,0.028333333333333335
Gas Zone,Disqualified,Reply@Gas Zone.com,0.027999999999999997
Maytag,On-hold,Reply@Maytag.com,0.026666666666666665
Yoo-hoo,Negotiation,Reply@Yoo-hoo.com,0.025
The Hertz Corporation,Negotiation,Reply@The Hertz Corporation.com,0.025
Picaroons Traditional Ales,Closed-Lost,Reply@Picaroons Traditional Ales.com,0.025
Vanity Fair,Negotiation,Reply@Vanity Fair.com,0.025
Gerber,Closed-Lost,Reply@Gerber.com,0.025
Ford Motor,Qualified,Reply@Ford Motor.com,0.025
Golden Joy,New,Reply@Golden Joy.com,0.025
Vans,Contacted,Reply@Vans.com,0.025
FX,Contacted,Reply@FX.com,0.025
"Aaron's, Inc.",Reengaged,"Reply@Aaron's, Inc..com",0.025
Musco Lighting,Proposal Sent,Reply@Musco Lighting.com,0.023333333333333334
Kix,Negotiation,Reply@Kix.com,0.023333333333333334
Best Western,Contacted,Reply@Best Western.com,0.02333333333333333
Garden Guru,New,Reply@Garden Guru.com,0.02333333333333333
AMC Entertainment,Nurturing,Reply@AMC Entertainment.com,0.0225
Bombardier,On-hold,Reply@Bombardier.com,0.0225
Fiber Plus,Negotiation,Reply@Fiber Plus.com,0.0225
Effigy Press,Closed-Lost,Reply@Effigy Press.com,0.021666666666666664
DTE Energy,On-hold,Reply@DTE Energy.com,0.02
Fox,Proposal Sent,Reply@Fox.com,0.02
Tundra,New,Reply@Tundra.com,0.02
Piaget,Warm ,Reply@Piaget.com,0.02
Nautica,New,Reply@Nautica.com,0.02
McIlhenny Company,Nurturing,Reply@McIlhenny Company.com,0.02
Neiman Marcus,In Progress,Reply@Neiman Marcus.com,0.02
Innocent,Closed-Lost,Reply@Innocent.com,0.02
Piggly Wiggly,Negotiation,Reply@Piggly Wiggly.com,0.02
Intesa Sanpaolo,Qualified,Reply@Intesa Sanpaolo.com,0.02
Nomis,Qualified,Reply@Nomis.com,0.02
TransPerth,On-hold,Reply@TransPerth.com,0.02
BBC,Closed-Lost,Reply@BBC.com,0.02
Johnson's Baby,Disqualified,Reply@Johnson's Baby.com,0.02
Omni Group,Nurturing,Reply@Omni Group.com,0.02
Interpark,Closed-Lost,Reply@Interpark.com,0.02
Tele3,Disqualified,Reply@Tele3.com,0.02
Kumho,In Progress,Reply@Kumho.com,0.02
Transportadora de Gas del sur,In Progress,Reply@Transportadora de Gas del sur.com,0.02
Nixon Watches,Negotiation,Reply@Nixon Watches.com,0.02
Fruit Harvest,Referral,Reply@Fruit Harvest.com,0.02
"Olan Mills, Inc.",Warm ,"Reply@Olan Mills, Inc..com",0.02
IntermarchÃ©,Contacted,Reply@IntermarchÃ©.com,0.02
ASX,Proposal Sent,Reply@ASX.com,0.02
Nippon Paint,In Progress,Reply@Nippon Paint.com,0.02
Piping,Warm ,Reply@Piping.com,0.02
Kwality,Qualified,Reply@Kwality.com,0.02
International Sports Clothing,Proposal Sent,Reply@International Sports Clothing.com,0.02
Monlinks,Warm ,Reply@Monlinks.com,0.02
Fudge Shoppe,Negotiation,Reply@Fudge Shoppe.com,0.02
Almond Joy,New,Reply@Almond Joy.com,0.02
Toy Story,Referral,Reply@Toy Story.com,0.02
Toys âRâ Us,Qualified,Reply@Toys âRâ Us.com,0.02
American Home Mortgage,Nurturing,Reply@American Home Mortgage.com,0.02
Zellers,Proposal Sent,Reply@Zellers.com,0.02
Natura,Qualified,Reply@Natura.com,0.02
Altos Del Plata,Proposal Sent,Reply@Altos Del Plata.com,0.02
Pepsi,Warm ,Reply@Pepsi.com,0.02
ABX Air,Contacted,Reply@ABX Air.com,0.02
Novartis,Warm ,Reply@Novartis.com,0.02
IT Company Pty Ltd.,Qualified,Reply@IT Company Pty Ltd..com,0.02
Nutella,Cold,Reply@Nutella.com,0.02
Nutreco,Warm ,Reply@Nutreco.com,0.02
Garmin,Cold,Reply@Garmin.com,0.02
Town,On-hold,Reply@Town.com,0.02
Garnier,Cold,Reply@Garnier.com,0.02
Pepto-Bismol,Contacted,Reply@Pepto-Bismol.com,0.02
Telia,New,Reply@Telia.com,0.02
Mrs. Fields,Qualified,Reply@Mrs. Fields.com,0.02
Peter Pan,Referral,Reply@Peter Pan.com,0.02
Fiserv,Proposal Sent,Reply@Fiserv.com,0.02
Axe,Disqualified,Reply@Axe.com,0.02
Marathon Oil,Qualified,Reply@Marathon Oil.com,0.02
Kriek,Negotiation,Reply@Kriek.com,0.02
Marriott Corporation,Disqualified,Reply@Marriott Corporation.com,0.02
PetroChina,Nurturing,Reply@PetroChina.com,0.02
Zenith,Closed-Lost,Reply@Zenith.com,0.02
Numark (DJ equipment),Referral,Reply@Numark (DJ equipment).com,0.02
GTECH,Referral,Reply@GTECH.com,0.02
Ocean Spray,Nurturing,Reply@Ocean Spray.com,0.02
Telegraaf Media Groep,Referral,Reply@Telegraaf Media Groep.com,0.02
Omni Tech Solutions,Warm ,Reply@Omni Tech Solutions.com,0.02
Telenet,Closed-Lost,Reply@Telenet.com,0.02
TracFone,On-hold,Reply@TracFone.com,0.02
ASB,Reengaged,Reply@ASB.com,0.02
DST Systems,New,Reply@DST Systems.com,0.02
AmBev,New,Reply@AmBev.com,0.02
Johnson & Johnson,Disqualified,Reply@Johnson & Johnson.com,0.02
Fidelity,Warm ,Reply@Fidelity.com,0.02
JetBlue,Contacted,Reply@JetBlue.com,0.02
AIG,New,Reply@AIG.com,0.02
YTL,On-hold,Reply@YTL.com,0.02
Westfield Group,Contacted,Reply@Westfield Group.com,0.02
Jergens,Negotiation,Reply@Jergens.com,0.02
Bahama Breeze,New,Reply@Bahama Breeze.com,0.02
Airwalk,Warm ,Reply@Airwalk.com,0.02
Kellogg Company,Nurturing,Reply@Kellogg Company.com,0.02
Netcom,Warm ,Reply@Netcom.com,0.02
Jazzercise,Referral,Reply@Jazzercise.com,0.02
Maxtor Corporation,New,Reply@Maxtor Corporation.com,0.02
Jardine Matheson Holdings,Contacted,Reply@Jardine Matheson Holdings.com,0.02
UniCredit Group,On-hold,Reply@UniCredit Group.com,0.02
Jameson,In Progress,Reply@Jameson.com,0.02
Jetstar,Closed-Lost,Reply@Jetstar.com,0.02
Power Corp of Canada,In Progress,Reply@Power Corp of Canada.com,0.02
Fiber One,Contacted,Reply@Fiber One.com,0.02
Dun Rite Lawn Maintenance,Negotiation,Reply@Dun Rite Lawn Maintenance.com,0.02
Banco Nossa Caixa,Qualified,Reply@Banco Nossa Caixa.com,0.02
VitaGrey,Nurturing,Reply@VitaGrey.com,0.02
Project Eden,Proposal Sent,Reply@Project Eden.com,0.02
Morgan Stanley,Cold,Reply@Morgan Stanley.com,0.02
Union Pacific,Proposal Sent,Reply@Union Pacific.com,0.02
AOL,On-hold,Reply@AOL.com,0.02
Goodyear Tire and Rubber Company,On-hold,Reply@Goodyear Tire and Rubber Company.com,0.02
PowerBar,Referral,Reply@PowerBar.com,0.02
Laffy Taffy,Referral,Reply@Laffy Taffy.com,0.02
Premier,New,Reply@Premier.com,0.02
Creative Wealth Management,Contacted,Reply@Creative Wealth Management.com,0.02
Jiffy,Disqualified,Reply@Jiffy.com,0.02
Nestea,Warm ,Reply@Nestea.com,0.02
Prada,Nurturing,Reply@Prada.com,0.02
Fischer,In Progress,Reply@Fischer.com,0.02
McCormick & Company,New,Reply@McCormick & Company.com,0.02
Fisher-Price,New,Reply@Fisher-Price.com,0.02
Forenza,Warm ,Reply@Forenza.com,0.02
Travelocity,Referral,Reply@Travelocity.com,0.02
Mountain Dew,Qualified,Reply@Mountain Dew.com,0.02
Anadarko Petroleum Corporation,Closed-Lost,Reply@Anadarko Petroleum Corporation.com,0.02
BNP Paribas,In Progress,Reply@BNP Paribas.com,0.02
Forbes,Proposal Sent,Reply@Forbes.com,0.02
Itautec,On-hold,Reply@Itautec.com,0.02
BM&F Bovespa,Closed-Lost,Reply@BM&F Bovespa.com,0.02
Magnavox,Referral,Reply@Magnavox.com,0.02
Mission Realty,Disqualified,Reply@Mission Realty.com,0.02
BHP Billiton,Disqualified,Reply@BHP Billiton.com,0.02
Nice,Contacted,Reply@Nice.com,0.02
Nicoderm,Cold,Reply@Nicoderm.com,0.02
Johnson,Nurturing,Reply@Johnson.com,0.02
Fisher Electronics,Contacted,Reply@Fisher Electronics.com,0.02
Team Uno,Disqualified,Reply@Team Uno.com,0.02
ItaÃºsa,Negotiation,Reply@ItaÃºsa.com,0.02
Pop-Tarts,Nurturing,Reply@Pop-Tarts.com,0.02
JBS S.A.,Cold,Reply@JBS S.A..com,0.02
Union Pacific Railroad,Contacted,Reply@Union Pacific Railroad.com,0.02
Trend Micro,In Progress,Reply@Trend Micro.com,0.02
Quality Event Planner,On-hold,Reply@Quality Event Planner.com,0.02
